,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,Time,Year,Month
400,2011-08-11 02:56:08,,,,,,,,35000000000.0,0.12,2011-08-11,02:56:08,2011,August
401,2011-08-04 07:25:57,40.7S,86.7W,63.0,,,,,28000000000.0,0.098,2011-08-04,07:25:57,2011,August
402,2011-07-27 23:00:36,45.3S,63.5E,29.6,,,,,44000000000.0,0.15,2011-07-27,23:00:36,2011,July
403,2011-07-07 23:25:54,,,,,,,,33000000000.0,0.11,2011-07-07,23:25:54,2011,July
404,2011-07-05 15:42:41,29.1N,139.7E,40.7,,,,,65000000000.0,0.21,2011-07-05,15:42:41,2011,July
405,2011-07-04 09:18:04,51.7S,175.0E,,,,,,29000000000.0,0.1,2011-07-04,09:18:04,2011,July
406,2011-06-16 11:51:50,67.3N,21.4W,40.5,,,,,24000000000.0,0.086,2011-06-16,11:51:50,2011,June
407,2011-05-25 05:40:02,4.1N,14.0E,59.0,11.6,-3.4,-10.8,2.4,2280000000000.0,4.8,2011-05-25,05:40:02,2011,May
408,2011-05-16 13:39:06,1.2S,92.8E,,,,,,20000000000.0,0.073,2011-05-16,13:39:06,2011,May
409,2011-04-27 20:38:09,1.4N,126.6W,28.7,,,,,220000000000.0,0.61,2011-04-27,20:38:09,2011,April
410,2011-04-27 11:21:44,,,,,,,,24000000000.0,0.086,2011-04-27,11:21:44,2011,April
411,2011-04-17 11:21:44,,,,,,,,24000000000.0,0.086,2011-04-17,11:21:44,2011,April
412,2011-04-11 21:43:40,,,,,,,,38000000000.0,0.13,2011-04-11,21:43:40,2011,April
413,2011-04-06 08:30:55,71.1N,43.5W,22.2,12.7,3.3,11.8,-3.5,148000000000.0,0.43,2011-04-06,08:30:55,2011,April
414,2011-03-24 20:23:58,0.6N,127.5W,59.0,,,,,58000000000.0,0.19,2011-03-24,20:23:58,2011,March
415,2011-03-23 04:24:46,,,,,,,,31000000000.0,0.11,2011-03-23,04:24:46,2011,March
416,2011-03-23 04:16:32,16.8S,85.6W,,,,,,22000000000.0,0.079,2011-03-23,04:16:32,2011,March
417,2011-03-01 10:37:54,53.5N,103.9E,30.6,11.9,-6.7,-1.1,-9.8,37000000000.0,0.13,2011-03-01,10:37:54,2011,March
418,2011-02-21 05:07:03,26.3N,43.7E,44.4,18.0,10.3,-14.8,0.1,39000000000.0,0.13,2011-02-21,05:07:03,2011,February
419,2011-02-12 11:00:12,7.8N,95.3W,,,,,,20000000000.0,0.073,2011-02-12,11:00:12,2011,February
420,2011-01-21 15:11:43,18.9N,44.6W,61.0,,,,,72000000000.0,0.23,2011-01-21,15:11:43,2011,January
421,2011-01-08 19:38:44,33.3N,125.8W,48.0,,,,,29000000000.0,0.1,2011-01-08,19:38:44,2011,January
422,2010-12-25 23:24:00,38.0N,158.0E,26.0,18.1,18.0,-2.0,-4.0,20000000000000.0,33.0,2010-12-25,23:24:00,2010,December
423,2010-12-14 00:27:53,4.9S,175.5E,24.0,,,,,39000000000.0,0.13,2010-12-14,00:27:53,2010,December
424,2010-12-09 02:54:07,54.5S,169.7W,66.0,,,,,63000000000.0,0.2,2010-12-09,02:54:07,2010,December
425,2010-12-01 06:31:46,72.5S,144.9E,33.3,,,,,133000000000.0,0.39,2010-12-01,06:31:46,2010,December
426,2010-11-21 14:45:27,1.9N,143.3E,50.0,,,,,81000000000.0,0.25,2010-11-21,14:45:27,2010,November
427,2010-11-19 07:25:56,10.3S,148.8E,30.0,,,,,33000000000.0,0.11,2010-11-19,07:25:56,2010,November
428,2010-11-10 08:26:35,74.5N,77.7W,,,,,,68000000000.0,0.22,2010-11-10,08:26:35,2010,November
429,2010-11-09 13:05:46,56.3S,16.7W,37.0,,,,,86000000000.0,0.27,2010-11-09,13:05:46,2010,November
430,2010-11-09 06:56:52,14.0S,160.0W,26.0,,,,,20000000000.0,0.073,2010-11-09,06:56:52,2010,November
431,2010-10-27 11:27:39,14.1S,67.7E,35.2,,,,,145000000000.0,0.42,2010-10-27,11:27:39,2010,October
432,2010-10-08 09:58:01,,,,,,,,20000000000.0,0.073,2010-10-08,09:58:01,2010,October
433,2010-09-24 12:02:07,67.4S,50.6W,,,,,,50000000000.0,0.16,2010-09-24,12:02:07,2010,September
434,2010-09-18 05:04:41,7.4N,36.7E,,,,,,67000000000.0,0.21,2010-09-18,05:04:41,2010,September
435,2010-09-08 19:51:36,13.9S,65.5W,46.3,,,,,65000000000.0,0.21,2010-09-08,19:51:36,2010,September
436,2010-09-05 23:37:33,25.9S,49.0E,35.2,,,,,683000000000.0,1.7,2010-09-05,23:37:33,2010,September
437,2010-09-03 12:04:58,61.0S,146.7E,33.3,12.3,9.8,-3.5,6.5,1750000000000.0,3.8,2010-09-03,12:04:58,2010,September
438,2010-08-17 04:19:37,20.7N,114.3W,33.3,,,,,21000000000.0,0.076,2010-08-17,04:19:37,2010,August
439,2010-08-12 02:59:36,,,,,,,,28000000000.0,0.098,2010-08-12,02:59:36,2010,August
440,2010-08-05 19:31:48,21.5S,46.6E,,,,,,36000000000.0,0.12,2010-08-05,19:31:48,2010,August
441,2010-07-15 01:49:56,60.9N,178.1W,,,,,,24000000000.0,0.086,2010-07-15,01:49:56,2010,July
442,2010-07-06 23:54:43,34.1S,174.5W,26.0,15.7,12.1,10.0,0.2,7560000000000.0,14.0,2010-07-06,23:54:43,2010,July
443,2010-06-26 06:04:38,0.5S,133.2E,50.0,,,,,113000000000.0,0.34,2010-06-26,06:04:38,2010,June
444,2010-06-21 06:42:00,22.5S,120.9W,,,,,,163000000000.0,0.47,2010-06-21,06:42:00,2010,June
445,2010-06-17 04:24:45,26.1S,100.0E,42.0,,,,,119000000000.0,0.35,2010-06-17,04:24:45,2010,June
446,2010-04-17 02:21:58,13.1N,173.0W,,,,,,56000000000.0,0.18,2010-04-17,02:21:58,2010,April
447,2010-04-16 04:38:52,1.8N,176.9W,22.2,18.8,12.4,-13.2,-5.2,844000000000.0,2.0,2010-04-16,04:38:52,2010,April
448,2010-04-06 18:33:12,52.8N,146.5W,,,,,,80000000000.0,0.25,2010-04-06,18:33:12,2010,April
449,2010-03-18 16:11:16,32.4S,51.8W,,,,,,175000000000.0,0.5,2010-03-18,16:11:16,2010,March
450,2010-03-15 15:55:43,,,,,,,,80000000000.0,0.25,2010-03-15,15:55:43,2010,March
451,2010-03-14 18:44:42,33.8N,90.2W,35.6,,,,,42000000000.0,0.14,2010-03-14,18:44:42,2010,March
452,2010-03-08 22:44:41,18.2N,110.1E,53.0,,,,,30000000000.0,0.1,2010-03-08,22:44:41,2010,March
453,2010-03-08 22:02:07,32.0N,92.9W,52.0,24.5,19.1,11.0,10.7,323000000000.0,0.85,2010-03-08,22:02:07,2010,March
454,2010-02-28 22:24:50,48.7N,21.0E,37.0,15.1,-11.7,2.7,-9.1,153000000000.0,0.44,2010-02-28,22:24:50,2010,February
455,2010-02-26 22:46:13,37.3S,166.0W,,,,,,237000000000.0,0.65,2010-02-26,22:46:13,2010,February
456,2010-02-24 19:55:58,2.6S,102.2W,,,,,,93000000000.0,0.28,2010-02-24,19:55:58,2010,February
457,2010-01-15 19:17:54,8.3S,27.0E,25.0,14.0,-9.1,6.0,8.8,492000000000.0,1.2,2010-01-15,19:17:54,2010,January
458,2009-12-31 16:24:23,,,,,,,,83000000000.0,0.26,2009-12-31,16:24:23,2009,December
459,2009-12-31 12:50:25,37.9N,178.3W,20.7,,,,,102000000000.0,0.31,2009-12-31,12:50:25,2009,December
460,2009-11-25 01:36:20,52.8S,136.5E,,,,,,64000000000.0,0.2,2009-11-25,01:36:20,2009,November
461,2009-11-21 20:53:00,22.0S,29.2E,38.0,32.1,3.0,-17.0,27.0,10000000000000.0,18.0,2009-11-21,20:53:00,2009,November
462,2009-11-18 17:36:07,,,,,,,,85000000000.0,0.26,2009-11-18,17:36:07,2009,November
463,2009-11-18 07:07:19,40.4N,113.2W,31.5,,,,,736000000000.0,1.8,2009-11-18,07:07:19,2009,November
464,2009-11-14 19:58:55,,,,,,,,23000000000.0,0.082,2009-11-14,19:58:55,2009,November
465,2009-11-07 11:31:59,45.5N,157.7W,,,,,,22000000000.0,0.079,2009-11-07,11:31:59,2009,November
466,2009-11-07 10:41:38,24.0N,64.1E,37.0,,,,,42000000000.0,0.14,2009-11-07,10:41:38,2009,November
467,2009-10-11 12:49:51,78.3S,70.2E,27.8,,,,,71000000000.0,0.22,2009-10-11,12:49:51,2009,October
468,2009-10-08 02:57:00,4.2S,120.6E,19.1,19.2,14.0,-16.0,-6.0,20000000000000.0,33.0,2009-10-08,02:57:00,2009,October
469,2009-09-27 22:22:48,36.0S,67.6W,37.0,,,,,89000000000.0,0.27,2009-09-27,22:22:48,2009,September
470,2009-09-18 20:13:56,7.7N,29.5W,,,,,,144000000000.0,0.42,2009-09-18,20:13:56,2009,September
471,2009-09-04 02:23:18,42.5N,110.0E,28.3,24.0,19.2,-11.6,-8.5,965000000000.0,2.3,2009-09-04,02:23:18,2009,September
472,2009-08-23 21:17:19,67.7S,18.3E,34.0,12.2,-6.9,5.3,8.5,280000000000.0,0.75,2009-08-23,21:17:19,2009,August
473,2009-07-31 02:13:19,8.9N,121.9W,,,,,,25000000000.0,0.089,2009-07-31,02:13:19,2009,July
474,2009-07-16 06:39:05,24.4S,59.8W,32.2,,,,,727000000000.0,1.8,2009-07-16,06:39:05,2009,July
475,2009-07-03 04:02:00,,,,,,,,27000000000.0,0.095,2009-07-03,04:02:00,2009,July
476,2009-06-27 13:08:05,26.6S,12.6W,26.1,15.2,-11.6,1.6,9.7,32000000000.0,0.11,2009-06-27,13:08:05,2009,June
477,2009-06-20 11:04:41,,,,,,,,27000000000.0,0.095,2009-06-20,11:04:41,2009,June
478,2009-06-18 04:39:00,23.7S,16.0W,57.4,,,,,33000000000.0,0.11,2009-06-18,04:39:00,2009,June
479,2009-06-09 22:42:28,54.9N,152.7W,34.2,,,,,281000000000.0,0.76,2009-06-09,22:42:28,2009,June
480,2009-05-31 06:05:47,19.7N,121.0W,,,,,,143000000000.0,0.42,2009-05-31,06:05:47,2009,May
481,2009-05-13 20:20:16,,,,,,,,73000000000.0,0.23,2009-05-13,20:20:16,2009,May
482,2009-05-04 11:39:03,36.4N,160.4W,40.7,,,,,140000000000.0,0.41,2009-05-04,11:39:03,2009,May
483,2009-04-20 04:01:39,6.0N,84.3E,,,,,,22000000000.0,0.079,2009-04-20,04:01:39,2009,April
484,2009-04-10 18:42:45,44.7S,25.7E,32.4,19.1,-18.9,2.6,0.3,270000000000.0,0.73,2009-04-10,18:42:45,2009,April
485,2009-03-15 05:44:33,21.7S,98.6W,,,,,,32000000000.0,0.11,2009-03-15,05:44:33,2009,March
486,2009-03-04 00:38:05,,,,,,,,170000000000.0,0.48,2009-03-04,00:38:05,2009,March
487,2009-03-01 09:00:59,,,,,,,,20000000000.0,0.073,2009-03-01,09:00:59,2009,March
488,2009-02-20 12:15:57,64.9S,70.0W,,,,,,50000000000.0,0.16,2009-02-20,12:15:57,2009,February
489,2009-02-07 19:51:32,56.6N,69.8E,40.0,15.4,-2.4,-1.9,-15.1,1600000000000.0,3.5,2009-02-07,19:51:32,2009,February
490,2009-01-12 22:24:56,47.8N,44.3W,,,,,,48000000000.0,0.16,2009-01-12,22:24:56,2009,January
491,2009-01-10 07:42:39,64.0S,122.8E,26.5,,,,,23000000000.0,0.082,2009-01-10,07:42:39,2009,January
492,2008-12-24 15:51:58,68.9S,102.0W,21.1,24.1,-13.4,18.0,8.8,35000000000.0,0.12,2008-12-24,15:51:58,2008,December
493,2008-12-12 11:36:36,7.0S,9.7W,50.0,,,,,216000000000.0,0.6,2008-12-12,11:36:36,2008,December
494,2008-12-09 06:08:16,,,,,,,,34000000000.0,0.12,2008-12-09,06:08:16,2008,December
495,2008-11-24 22:01:19,57.9S,146.1E,34.8,23.7,21.5,10.0,0.4,146000000000.0,0.42,2008-11-24,22:01:19,2008,November
496,2008-11-21 00:26:44,53.1N,109.9W,28.2,12.9,3.9,-4.1,-11.6,142000000000.0,0.41,2008-11-21,00:26:44,2008,November
497,2008-11-18 09:41:51,29.4S,75.9E,35.2,22.4,-4.0,-15.2,-16.0,25000000000.0,0.089,2008-11-18,09:41:51,2008,November
498,2008-11-09 02:38:34,14.5N,112.7E,29.6,,,,,222000000000.0,0.61,2008-11-09,02:38:34,2008,November
499,2008-10-21 02:20:25,32.8N,165.6W,29.6,11.3,9.6,5.8,1.5,46000000000.0,0.15,2008-10-21,02:20:25,2008,October
500,2008-10-10 09:34:18,57.3S,17.0E,21.4,,,,,180000000000.0,0.51,2008-10-10,09:34:18,2008,October
501,2008-10-07 02:45:45,20.9N,31.4E,38.9,13.3,-9.0,9.0,3.8,395000000000.0,1.0,2008-10-07,02:45:45,2008,October
502,2008-09-09 09:49:41,,,,,,,,59000000000.0,0.19,2008-09-09,09:49:41,2008,September
503,2008-08-16 14:40:24,11.3N,97.2E,,,,,,131000000000.0,0.38,2008-08-16,14:40:24,2008,August
504,2008-08-12 11:44:10,11.6S,175.0W,,,,,,20000000000.0,0.073,2008-08-12,11:44:10,2008,August
505,2008-08-07 06:07:10,18.5N,180.0E,45.4,13.8,6.5,-12.1,1.7,41000000000.0,0.14,2008-08-07,06:07:10,2008,August
506,2008-07-23 14:45:25,38.6N,68.0E,31.5,14.5,-7.7,-8.2,-9.1,121000000000.0,0.36,2008-07-23,14:45:25,2008,July
507,2008-07-22 19:34:00,17.8S,89.2W,54.4,,,,,61000000000.0,0.2,2008-07-22,19:34:00,2008,July
508,2008-07-11 14:35:28,,,,,,,,52000000000.0,0.17,2008-07-11,14:35:28,2008,July
509,2008-07-08 15:55:30,72.8N,147.3E,52.2,21.7,-12.9,1.9,-17.4,66000000000.0,0.21,2008-07-08,15:55:30,2008,July
510,2008-07-01 17:40:19,37.1N,115.7W,36.1,9.8,2.8,1.7,-9.2,36000000000.0,0.12,2008-07-01,17:40:19,2008,July
511,2008-06-27 02:01:23,26.9S,17.7W,33.7,23.1,-17.9,13.0,6.6,172000000000.0,0.49,2008-06-27,02:01:23,2008,June
512,2008-06-18 13:45:36,6.1N,103.1E,,,,,,21000000000.0,0.076,2008-06-18,13:45:36,2008,June
513,2008-05-29 21:23:56,15.7N,83.5W,,,,,,21000000000.0,0.076,2008-05-29,21:23:56,2008,May
514,2008-05-24 10:18:10,0.8N,162.0E,37.0,14.2,7.9,3.1,11.4,150000000000.0,0.43,2008-05-24,10:18:10,2008,May
515,2008-05-22 20:50:28,46.9N,134.5E,,,,,,21000000000.0,0.076,2008-05-22,20:50:28,2008,May
516,2008-05-15 11:29:55,28.0N,41.5W,,,,,,80000000000.0,0.25,2008-05-15,11:29:55,2008,May
517,2008-05-06 01:08:56,,,,,,,,57000000000.0,0.18,2008-05-06,01:08:56,2008,May
518,2008-04-30 01:18:38,33.6S,35.1W,,,,,,20000000000.0,0.073,2008-04-30,01:18:38,2008,April
519,2008-04-07 01:22:28,31.8S,58.5W,,,,,,21000000000.0,0.076,2008-04-07,01:22:28,2008,April
520,2008-04-06 16:03:34,,,,,,,,77000000000.0,0.24,2008-04-06,16:03:34,2008,April
521,2008-03-15 11:29:55,28.0N,41.5W,26.7,12.9,-4.1,4.8,-11.2,50000000000.0,0.16,2008-03-15,11:29:55,2008,March
522,2008-02-24 19:33:14,,,,,,,,74000000000.0,0.23,2008-02-24,19:33:14,2008,February
523,2008-02-19 13:30:30,48.9N,119.8W,,,,,,20000000000.0,0.073,2008-02-19,13:30:30,2008,February
524,2008-02-18 08:51:12,,,,,,,,50000000000.0,0.16,2008-02-18,08:51:12,2008,February
525,2008-02-17 12:19:16,74.9N,73.4W,40.4,13.9,-5.8,-10.7,-6.7,110000000000.0,0.33,2008-02-17,12:19:16,2008,February
526,2008-02-16 08:38:39,,,,,,,,71000000000.0,0.22,2008-02-16,08:38:39,2008,February
527,2008-01-18 01:17:39,,,,,,,,44000000000.0,0.15,2008-01-18,01:17:39,2008,January
528,2008-01-09 03:53:15,66.8S,67.3W,31.5,11.6,4.3,5.7,9.1,41000000000.0,0.14,2008-01-09,03:53:15,2008,January
529,2007-12-26 06:46:20,61.6S,158.9W,,,,,,136000000000.0,0.4,2007-12-26,06:46:20,2007,December
530,2007-12-20 17:00:48,51.3N,115.4E,,,,,,122000000000.0,0.36,2007-12-20,17:00:48,2007,December
531,2007-10-25 19:35:38,40.9S,91.3E,46.3,,,,,58000000000.0,0.19,2007-10-25,19:35:38,2007,October
532,2007-10-12 09:14:03,88.5N,116.6E,37.0,18.4,-4.5,-14.1,-10.9,33000000000.0,0.11,2007-10-12,09:14:03,2007,October
533,2007-10-07 13:31:01,35.2S,125.6E,,,,,,58000000000.0,0.19,2007-10-07,13:31:01,2007,October
534,2007-09-22 17:57:12,49.2S,85.5W,30.2,16.9,-9.2,13.6,3.8,237000000000.0,0.65,2007-09-22,17:57:12,2007,September
535,2007-06-11 09:47:05,23.4S,170.9W,35.2,17.0,16.7,-2.1,-2.2,49000000000.0,0.16,2007-06-11,09:47:05,2007,June
536,2007-06-08 13:32:00,52.0S,175.3E,38.9,,,,,235000000000.0,0.65,2007-06-08,13:32:00,2007,June
537,2007-06-07 21:28:12,21.9N,53.1E,29.6,,,,,31000000000.0,0.11,2007-06-07,21:28:12,2007,June
538,2007-05-16 16:20:58,4.5S,111.7E,,,,,,38000000000.0,0.13,2007-05-16,16:20:58,2007,May
539,2007-05-16 04:45:52,42.4S,164.0E,31.5,,,,,400000000000.0,1.0,2007-05-16,04:45:52,2007,May
540,2007-05-04 17:52:39,22.9N,109.4E,48.0,,,,,175000000000.0,0.5,2007-05-04,17:52:39,2007,May
541,2007-04-18 12:44:23,83.7S,171.2W,38.0,24.4,-5.3,-2.5,23.7,112000000000.0,0.33,2007-04-18,12:44:23,2007,April
542,2007-04-16 14:56:51,,,,,,,,24000000000.0,0.086,2007-04-16,14:56:51,2007,April
543,2007-03-17 06:48:35,7.1N,4.1E,32.5,14.5,-7.3,-1.9,-12.4,40000000000.0,0.13,2007-03-17,06:48:35,2007,March
544,2007-03-15 02:20:15,44.1S,148.4W,,,,,,25000000000.0,0.089,2007-03-15,02:20:15,2007,March
545,2007-03-07 15:16:49,,,,,,,,27000000000.0,0.095,2007-03-07,15:16:49,2007,March
546,2007-02-02 12:48:41,24.0N,37.2W,35.5,,,,,340000000000.0,0.89,2007-02-02,12:48:41,2007,February
547,2007-01-26 22:22:21,3.7N,99.7E,,,,,,147000000000.0,0.43,2007-01-26,22:22:21,2007,January
548,2007-01-22 07:24:56,45.4N,53.5E,32.0,13.4,-3.3,-12.8,-1.9,76000000000.0,0.24,2007-01-22,07:24:56,2007,January
549,2007-01-18 13:51:10,5.3N,164.3W,34.1,,,,,32000000000.0,0.11,2007-01-18,13:51:10,2007,January
550,2007-01-17 09:50:46,8.7S,50.8E,33.3,,,,,548000000000.0,1.4,2007-01-17,09:50:46,2007,January
551,2007-01-01 11:43:29,44.4N,116.5E,53.0,,,,,36000000000.0,0.12,2007-01-01,11:43:29,2007,January
552,2006-12-09 06:31:12,26.2N,26.0E,26.5,15.9,4.9,-15.0,1.6,7410000000000.0,14.0,2006-12-09,06:31:12,2006,December
553,2006-12-07 11:42:00,14.0N,140.0W,,,,,,21000000000.0,0.076,2006-12-07,11:42:00,2006,December
554,2006-12-01 06:09:25,13.0S,30.7E,,,,,,63000000000.0,0.2,2006-12-01,06:09:25,2006,December
555,2006-11-13 15:16:34,44.0S,43.3E,,,,,,23000000000.0,0.082,2006-11-13,15:16:34,2006,November
556,2006-10-24 08:42:52,1.9S,2.7W,43.0,,,,,225000000000.0,0.62,2006-10-24,08:42:52,2006,October
557,2006-10-14 18:10:49,49.4N,175.0W,44.4,23.9,4.9,23.4,-1.0,258000000000.0,0.7,2006-10-14,18:10:49,2006,October
558,2006-10-09 04:45:30,47.0S,78.9E,22.2,,,,,41000000000.0,0.14,2006-10-09,04:45:30,2006,October
559,2006-10-07 12:18:53,23.0S,61.8W,40.7,,,,,41000000000.0,0.14,2006-10-07,12:18:53,2006,October
560,2006-10-02 19:10:27,14.0N,53.1E,42.0,,,,,90000000000.0,0.28,2006-10-02,19:10:27,2006,October
561,2006-09-27 08:33:43,32.0S,60.2E,48.1,,,,,107000000000.0,0.32,2006-09-27,08:33:43,2006,September
562,2006-09-23 18:52:58,29.0S,108.0W,,,,,,121000000000.0,0.36,2006-09-23,18:52:58,2006,September
563,2006-09-02 17:57:58,,,,,,,,22000000000.0,0.079,2006-09-02,17:57:58,2006,September
564,2006-09-02 04:26:15,14.0S,109.1E,44.1,14.2,10.0,-9.9,1.5,1230000000000.0,2.8,2006-09-02,04:26:15,2006,September
565,2006-08-29 01:38:36,44.0S,162.0W,40.7,,,,,92000000000.0,0.28,2006-08-29,01:38:36,2006,August
566,2006-08-18 00:03:18,43.0S,33.4E,47.2,,,,,32000000000.0,0.11,2006-08-18,00:03:18,2006,August
567,2006-08-17 10:43:34,11.0S,165.7E,48.2,,,,,256000000000.0,0.7,2006-08-17,10:43:34,2006,August
568,2006-08-15 10:52:24,4.9N,49.6E,32.7,,,,,47000000000.0,0.16,2006-08-15,10:52:24,2006,August
569,2006-08-09 04:30:44,23.1S,53.7E,37.0,,,,,1020000000000.0,2.4,2006-08-09,04:30:44,2006,August
570,2006-07-15 23:55:45,78.3S,5.0W,29.6,12.4,0.1,2.0,12.2,85000000000.0,0.26,2006-07-15,23:55:45,2006,July
571,2006-07-15 15:22:49,31.1N,45.6E,38.9,30.2,9.2,-1.2,-28.7,163000000000.0,0.47,2006-07-15,15:22:49,2006,July
572,2006-06-07 00:06:28,69.2N,22.5E,40.7,19.6,6.1,4.6,-18.0,59000000000.0,0.19,2006-06-07,00:06:28,2006,June
573,2006-05-28 01:32:24,,,,,,,,26000000000.0,0.092,2006-05-28,01:32:24,2006,May
574,2006-05-21 07:51:11,11.6S,25.5W,,,,,,263000000000.0,0.71,2006-05-21,07:51:11,2006,May
575,2006-05-07 17:45:14,,,,,,,,30000000000.0,0.1,2006-05-07,17:45:14,2006,May
576,2006-05-06 15:39:06,60.2S,152.3W,35.2,,,,,128000000000.0,0.38,2006-05-06,15:39:06,2006,May
577,2006-04-25 18:46:53,,,,,,,,20000000000.0,0.073,2006-04-25,18:46:53,2006,April
578,2006-04-08 13:16:23,17.3N,113.2W,33.3,,,,,127000000000.0,0.37,2006-04-08,13:16:23,2006,April
579,2006-04-04 11:30:08,26.6N,26.6W,25.0,,,,,2400000000000.0,5.0,2006-04-04,11:30:08,2006,April
580,2006-03-14 03:21:06,7.0N,64.6W,35.2,,,,,144000000000.0,0.42,2006-03-14,03:21:06,2006,March
581,2006-02-26 07:30:06,,,,,,,,70000000000.0,0.22,2006-02-26,07:30:06,2006,February
582,2006-02-06 01:57:37,54.5S,18.1E,35.2,,,,,1190000000000.0,2.7,2006-02-06,01:57:37,2006,February
583,2006-02-04 08:38:05,36.9N,143.6W,38.9,19.8,-8.8,3.4,-17.4,100000000000.0,0.3,2006-02-04,08:38:05,2006,February
584,2006-01-28 03:33:48,51.7S,56.4E,37.0,18.7,8.4,-16.4,3.2,740000000000.0,1.8,2006-01-28,03:33:48,2006,January
585,2006-01-27 01:27:42,58.7N,74.7E,20.0,,,,,45000000000.0,0.15,2006-01-27,01:27:42,2006,January
586,2006-01-26 00:00:53,79.8S,111.0W,37.0,,,,,53000000000.0,0.17,2006-01-26,00:00:53,2006,January
587,2006-01-10 23:25:28,29.8N,12.7W,32.4,16.9,-9.9,-6.3,-12.2,28000000000.0,0.098,2006-01-10,23:25:28,2006,January
588,2006-01-08 05:20:19,7.6N,28.2W,,,,,,94000000000.0,0.29,2006-01-08,05:20:19,2006,January
589,2005-12-29 10:05:35,3.0S,154.9W,42.2,20.7,18.6,8.5,3.2,190000000000.0,0.53,2005-12-29,10:05:35,2005,December
590,2005-12-24 15:30:26,54.0S,17.3E,66.0,,,,,181000000000.0,0.51,2005-12-24,15:30:26,2005,December
591,2005-12-03 12:45:49,33.8S,117.4E,32.2,17.0,-12.1,-9.6,7.2,88000000000.0,0.27,2005-12-03,12:45:49,2005,December
592,2005-12-01 10:40:20,6.4S,155.8W,,,,,,32000000000.0,0.11,2005-12-01,10:40:20,2005,December
593,2005-11-29 07:33:16,7.6N,58.2W,59.3,,,,,32000000000.0,0.11,2005-11-29,07:33:16,2005,November
594,2005-11-15 05:19:07,26.3N,113.4W,32.4,,,,,25000000000.0,0.089,2005-11-15,05:19:07,2005,November
595,2005-11-11 20:34:23,21.4N,134.1W,29.6,,,,,42000000000.0,0.14,2005-11-11,20:34:23,2005,November
596,2005-11-09 07:33:08,31.0S,145.9E,30.7,13.8,13.5,-2.7,-0.7,73000000000.0,0.23,2005-11-09,07:33:08,2005,November
597,2005-11-02 07:04:32,33.9N,154.9W,68.5,,,,,32000000000.0,0.11,2005-11-02,07:04:32,2005,November
598,2005-11-02 05:16:47,22.9N,123.8W,74.0,,,,,67000000000.0,0.21,2005-11-02,05:16:47,2005,November
599,2005-10-26 21:30:47,36.3S,80.5W,16.7,,,,,138000000000.0,0.4,2005-10-26,21:30:47,2005,October
600,2005-09-30 19:04:06,2.8S,84.1W,53.0,,,,,22000000000.0,0.079,2005-09-30,19:04:06,2005,September
601,2005-09-14 01:08:52,11.6N,27.3E,33.3,,,,,25000000000.0,0.089,2005-09-14,01:08:52,2005,September
602,2005-09-02 07:59:47,13.5N,73.1E,,,,,,82000000000.0,0.25,2005-09-02,07:59:47,2005,September
603,2005-08-20 12:10:24,,,,,,,,27000000000.0,0.095,2005-08-20,12:10:24,2005,August
604,2005-08-09 14:35:45,21.5S,56.2E,37.0,16.9,-16.3,4.3,1.4,25000000000.0,0.089,2005-08-09,14:35:45,2005,August
605,2005-07-01 22:36:15,49.8S,33.1E,50.0,,,,,31000000000.0,0.11,2005-07-01,22:36:15,2005,July
606,2005-06-18 19:40:41,47.9N,85.6E,,,,,,23000000000.0,0.082,2005-06-18,19:40:41,2005,June
607,2005-06-05 01:56:09,34.8N,90.9E,,,,,,41000000000.0,0.14,2005-06-05,01:56:09,2005,June
608,2005-06-03 08:15:41,31.0S,90.3W,29.6,26.2,-1.5,25.3,6.7,82000000000.0,0.25,2005-06-03,08:15:41,2005,June
609,2005-05-27 14:12:13,48.9S,145.1E,50.5,,,,,20000000000.0,0.073,2005-05-27,14:12:13,2005,May
610,2005-05-14 13:02:53,,,,,,,,129000000000.0,0.38,2005-05-14,13:02:53,2005,May
611,2005-05-07 09:31:44,75.8S,163.7E,15.2,16.6,9.6,-9.7,9.4,26000000000.0,0.092,2005-05-07,09:31:44,2005,May
612,2005-05-02 20:10:36,17.7N,36.0E,,,,,,46000000000.0,0.15,2005-05-02,20:10:36,2005,May
613,2005-04-22 11:18:05,20.9N,36.7W,37.0,,,,,22000000000.0,0.079,2005-04-22,11:18:05,2005,April
614,2005-04-19 07:37:47,50.2S,146.4W,38.5,16.8,9.3,13.8,2.5,232000000000.0,0.64,2005-04-19,07:37:47,2005,April
615,2005-04-16 10:40:38,,,,,,,,20000000000.0,0.073,2005-04-16,10:40:38,2005,April
616,2005-04-15 06:54:59,43.8S,73.9W,39.0,,,,,21000000000.0,0.076,2005-04-15,06:54:59,2005,April
617,2005-04-14 14:05:22,4.9N,176.0W,26.5,,,,,71000000000.0,0.22,2005-04-14,14:05:22,2005,April
618,2005-04-11 05:20:29,34.2S,95.7W,37.0,,,,,106000000000.0,0.32,2005-04-11,05:20:29,2005,April
619,2005-04-06 01:30:24,42.7S,154.6E,70.0,,,,,29000000000.0,0.1,2005-04-06,01:30:24,2005,April
620,2005-04-05 17:48:07,,,,,,,,35000000000.0,0.12,2005-04-05,17:48:07,2005,April
